volumenes, dimensiones_matriz, media, desviacion_estandar, media_iteraciones, desvest_iteraciones, tiempo_compilacion, tiempo_1, tiempo_2, tiempo_3, tiempo_4, tiempo_5, tiempo_6, tiempo_7, tiempo_8, tiempo_9, tiempo_10, iteraciones_1, iteraciones_2, iteraciones_3, iteraciones_4, iteraciones_5, iteraciones_6, iteraciones_7, iteraciones_8, iteraciones_9, iteraciones_10
10.0,1000.0,0.07413179874420166,0.01820245481459126,202.0,0.0,0.07602095603942871,0.0716249942779541,0.07171010971069336,0.07154607772827148,0.06920695304870605,0.06896519660949707,0.06886577606201172,0.06816697120666504,0.12514996528625488,0.0629889965057373,0.06309294700622559,202.0,202.0,202.0,202.0,202.0,202.0,202.0,202.0,202.0,202.0
20.0,8000.0,0.41092379093170167,0.03587863580379224,813.0,0.0,0.7111129760742188,0.5092909336090088,0.3823869228363037,0.39467906951904297,0.39018893241882324,0.4017980098724365,0.39650607109069824,0.408905029296875,0.40160584449768066,0.41486310958862305,0.4090139865875244,813.0,813.0,813.0,813.0,813.0,813.0,813.0,813.0,813.0,813.0
30.0,27000.0,1.8915386199951172,0.12381140531979576,1825.0,0.0,1.7895309925079346,1.8053460121154785,1.8623120784759521,1.8614020347595215,1.8653440475463867,2.240388870239258,1.864772081375122,1.8529138565063477,1.8553199768066406,1.8569300174713135,1.8506572246551514,1825.0,1825.0,1825.0,1825.0,1825.0,1825.0,1825.0,1825.0,1825.0,1825.0
40.0,64000.0,6.320828819274903,0.10734754482921001,3232.0,0.0,6.5721728801727295,6.2664430141448975,6.268622159957886,6.3023598194122314,6.2693610191345215,6.247828006744385,6.252972841262817,6.610026121139526,6.35636305809021,6.326637029647827,6.307675123214722,3232.0,3232.0,3232.0,3232.0,3232.0,3232.0,3232.0,3232.0,3232.0,3232.0
50.0,125000.0,17.701475811004638,0.274264099179755,5032.0,0.0,18.3529851436615,17.751023054122925,17.388606071472168,17.57655382156372,17.46397304534912,18.088170051574707,17.636175870895386,17.548705101013184,17.506484031677246,17.83151412010193,18.223552942276,5032.0,5032.0,5032.0,5032.0,5032.0,5032.0,5032.0,5032.0,5032.0,5032.0
60.0,216000.0,64.37112734317779,0.5583190023307079,7223.0,0.0,66.48536992073059,63.29683184623718,63.97269797325134,64.73778891563416,63.905290842056274,64.41812682151794,64.45476913452148,64.9251720905304,65.19027400016785,64.68056201934814,64.12975978851318,7223.0,7223.0,7223.0,7223.0,7223.0,7223.0,7223.0,7223.0,7223.0,7223.0
80.0,512000.0,285.57172377109526,10.090512010457008,12769.0,0.0,299.9165270328522,285.0567960739136,296.08504700660706,287.70574498176575,284.12479186058044,269.29986000061035,287.5332820415497,296.99031496047974,271.46141505241394,279.2203269004822,298.23965883255005,12769.0,12769.0,12769.0,12769.0,12769.0,12769.0,12769.0,12769.0,12769.0,12769.0
