volumenes, dimensiones_matriz, media, desviacion_estandar, media_iteraciones, desvest_iteraciones, tiempo_compilacion, tiempo_1, tiempo_2, tiempo_3, tiempo_4, tiempo_5, tiempo_6, tiempo_7, tiempo_8, tiempo_9, tiempo_10, iteraciones_1, iteraciones_2, iteraciones_3, iteraciones_4, iteraciones_5, iteraciones_6, iteraciones_7, iteraciones_8, iteraciones_9, iteraciones_10
5.0,125.0,0.015687203407287596,0.00034199208526114293,50.0,0.0,0.9816341400146484,0.015475034713745117,0.015386819839477539,0.015343904495239258,0.015368938446044922,0.015452146530151367,0.015803098678588867,0.015815019607543945,0.015855073928833008,0.015976905822753906,0.016395092010498047,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
10.0,1000.0,0.10306711196899414,0.023019059204060107,202.0,0.0,0.16358208656311035,0.15973687171936035,0.11949014663696289,0.1087350845336914,0.08906912803649902,0.10260701179504395,0.09053301811218262,0.09228014945983887,0.1016848087310791,0.08320093154907227,0.08333396911621094,202.0,202.0,202.0,202.0,202.0,202.0,202.0,202.0,202.0,202.0
15.0,3375.0,0.6825412034988403,0.002399447912634569,457.0,0.0,0.8426921367645264,0.6865959167480469,0.6825821399688721,0.6811518669128418,0.6861422061920166,0.6818480491638184,0.6817409992218018,0.6804189682006836,0.6791830062866211,0.6841690540313721,0.6815798282623291,457.0,457.0,457.0,457.0,457.0,457.0,457.0,457.0,457.0,457.0
20.0,8000.0,4.883786225318909,0.03293711467680533,813.0,0.0,5.016066074371338,4.892835855484009,4.867887020111084,4.860498905181885,4.852207183837891,4.84199595451355,4.874334096908569,4.926982879638672,4.936706066131592,4.867253065109253,4.917161226272583,813.0,813.0,813.0,813.0,813.0,813.0,813.0,813.0,813.0,813.0
25.0,15625.0,27.73593602180481,0.3717958450647032,1269.0,0.0,28.007320165634155,28.063241004943848,28.218093156814575,28.151455879211426,28.17989206314087,27.365275144577026,27.32218313217163,27.659194946289062,27.455556869506836,27.436376810073853,27.50809121131897,1269.0,1269.0,1269.0,1269.0,1269.0,1269.0,1269.0,1269.0,1269.0,1269.0
30.0,27000.0,128.0557297706604,2.948110636339744,1825.0,0.0,121.66352486610413,120.91486597061157,124.69754695892334,128.62623405456543,129.35643100738525,128.9859049320221,130.55613088607788,129.21726202964783,129.51933598518372,129.24398803710938,129.43959784507751,1825.0,1825.0,1825.0,1825.0,1825.0,1825.0,1825.0,1825.0,1825.0,1825.0
