volumenes, dimensiones_matriz, media, desviacion_estandar, media_iteraciones, desvest_iteraciones, tiempo_compilacion, tiempo_1, tiempo_2, tiempo_3, tiempo_4, tiempo_5, tiempo_6, tiempo_7, tiempo_8, tiempo_9, tiempo_10, iteraciones_1, iteraciones_2, iteraciones_3, iteraciones_4, iteraciones_5, iteraciones_6, iteraciones_7, iteraciones_8, iteraciones_9, iteraciones_10
5.0,125.0,0.13358538150787352,0.009483698320760839,476.9,0.31622776601683794,0.14038586616516113,0.1395258903503418,0.15893197059631348,0.1270899772644043,0.12999510765075684,0.1290421485900879,0.13033509254455566,0.12978887557983398,0.13021087646484375,0.13077497482299805,0.1301589012145996,477.0,476.0,477.0,477.0,477.0,477.0,477.0,477.0,477.0,477.0
10.0,1000.0,0.1427778959274292,0.009020505923702574,427.7,0.48304589153964794,0.12761402130126953,0.14626717567443848,0.1302318572998047,0.15194010734558105,0.13666486740112305,0.1520390510559082,0.1469578742980957,0.13026094436645508,0.14958715438842773,0.13373994827270508,0.15008997917175293,427.0,428.0,428.0,428.0,427.0,428.0,428.0,427.0,428.0,428.0
15.0,3375.0,0.7902858257293701,0.09538686432289088,358.1,0.7378647873726217,0.9799439907073975,0.7297179698944092,0.7168400287628174,0.7251811027526855,0.7631778717041016,0.8865320682525635,0.8550410270690918,0.9986240863800049,0.7949540615081787,0.7213330268859863,0.7114570140838623,359.0,359.0,358.0,358.0,357.0,357.0,358.0,359.0,358.0,358.0
20.0,8000.0,5.661372113227844,0.14043961697554833,327.9,1.449137674618944,5.721668004989624,5.757344007492065,5.518795013427734,5.764141082763672,5.610905885696411,5.961416006088257,5.606995105743408,5.733611106872559,5.576495885848999,5.520082950592041,5.563934087753296,327.0,329.0,328.0,328.0,326.0,331.0,328.0,328.0,328.0,326.0
25.0,15625.0,32.82986330986023,0.4253452535625737,312.7,4.2176876234364356,33.13782596588135,33.20193791389465,32.3221390247345,33.374687910079956,33.23577809333801,32.221487045288086,32.920783042907715,33.0344979763031,32.80926299095154,32.93090200424194,32.24715709686279,319.0,312.0,319.0,310.0,307.0,310.0,312.0,312.0,317.0,309.0
30.0,27000.0,146.20252373218537,1.5152584423847553,311.6,3.596294389136314,144.86051106452942,145.97871613502502,147.53228497505188,147.69091606140137,145.154559135437,144.83292603492737,147.93629503250122,147.2731649875641,146.15121793746948,146.35148406028748,143.12367296218872,308.0,317.0,315.0,315.0,313.0,313.0,310.0,306.0,311.0,308.0
