volumenes, dimensiones_matriz, media, desviacion_estandar, media_iteraciones, desvest_iteraciones, tiempo_compilacion, tiempo_1, tiempo_2, tiempo_3, tiempo_4, tiempo_5, tiempo_6, tiempo_7, tiempo_8, tiempo_9, tiempo_10, iteraciones_1, iteraciones_2, iteraciones_3, iteraciones_4, iteraciones_5, iteraciones_6, iteraciones_7, iteraciones_8, iteraciones_9, iteraciones_10
10.0,1000.0,0.14075076580047607,0.027067288098320104,427.9,0.31622776601683794,0.13453006744384766,0.13300299644470215,0.13717198371887207,0.13932490348815918,0.13924789428710938,0.21659111976623535,0.12941884994506836,0.12913298606872559,0.12946796417236328,0.12686491012573242,0.12728404998779297,427.0,428.0,428.0,428.0,428.0,428.0,428.0,428.0,428.0,428.0
20.0,8000.0,0.17336950302124024,0.003559630597012202,328.0,2.0,0.16697406768798828,0.1680619716644287,0.17149806022644043,0.18211793899536133,0.17298007011413574,0.1739950180053711,0.17227792739868164,0.1729569435119629,0.1716759204864502,0.17427706718444824,0.17385411262512207,325.0,330.0,329.0,329.0,331.0,328.0,329.0,325.0,327.0,327.0
30.0,27000.0,0.3303149461746216,0.003972245582679407,312.2,3.9944405810520642,0.3323380947113037,0.3291130065917969,0.32787489891052246,0.3342289924621582,0.3352069854736328,0.32251405715942383,0.33106088638305664,0.3266749382019043,0.3300209045410156,0.3345777988433838,0.3318769931793213,315.0,305.0,315.0,315.0,307.0,311.0,311.0,314.0,318.0,311.0
40.0,64000.0,0.8198305130004883,0.1032835247555312,350.0,0.0,0.7340869903564453,0.9254708290100098,0.7205471992492676,0.919389009475708,0.7167589664459229,0.8824169635772705,0.7099370956420898,0.7508599758148193,0.938776969909668,0.7182290554046631,0.9159190654754639,350.0,350.0,350.0,350.0,350.0,350.0,350.0,350.0,350.0,350.0
50.0,125000.0,2.2003060579299927,0.02153957983750064,566.0,0.0,2.029567003250122,2.2494008541107178,2.222270965576172,2.1956119537353516,2.1936211585998535,2.1850359439849854,2.1794638633728027,2.195291042327881,2.209587812423706,2.191380023956299,2.181396961212158,566.0,566.0,566.0,566.0,566.0,566.0,566.0,566.0,566.0,566.0
60.0,216000.0,7.712333226203919,0.1869918126117466,826.0,0.0,7.94940710067749,7.947607040405273,7.874242067337036,7.532163858413696,7.895262002944946,7.499963998794556,7.681941032409668,7.871931076049805,7.493227958679199,7.810003042221069,7.5169901847839355,826.0,826.0,826.0,826.0,826.0,826.0,826.0,826.0,826.0,826.0
80.0,512000.0,35.14303865432739,1.7937483210547762,1483.0,0.0,38.31683111190796,32.9471538066864,34.74995994567871,33.605674028396606,36.98485994338989,35.37860894203186,36.17239809036255,37.94415497779846,34.48197889328003,36.607584953308105,32.55801296234131,1483.0,1483.0,1483.0,1483.0,1483.0,1483.0,1483.0,1483.0,1483.0,1483.0
